Entry No.,Region,Time Slot,Delivery Day,Article Type,Recipient Type,Distance (km),Delivery Attempt,Delivery Success,Special Instructions
1716,Bangalore North,12-2,Wednesday,Parcel,Individual,10.45,1,True,No special instructions
1717,Bangalore North,3-5,Wednesday,Document,Government,13.39,2,True,Leave at doorstep
1718,Bangalore Central,12-2,Saturday,Parcel,Business,1.29,1,True,Call before delivery
1719,Bangalore East,10-12,Saturday,Parcel,Government,12.29,2,False,Call before delivery
1720,Bangalore East,12-2,Tuesday,Package,Business,1.49,2,False,Call before delivery
1721,Bangalore South,10-12,Monday,Letter,Individual,7.7,1,False,Leave at doorstep
1722,Bangalore East,10-12,Friday,Letter,Business,3.38,1,False,Leave at doorstep
1723,Bangalore Central,3-5,Saturday,Document,Government,7.73,1,True,No special instructions
1724,Bangalore East,12-2,Tuesday,Package,Business,6.05,2,True,Signature required
1725,Bangalore East,3-5,Friday,Letter,Business,3.92,2,False,No special instructions
1726,Bangalore North,3-5,Monday,Letter,Business,3.59,1,False,Leave at doorstep
1727,Bangalore Central,12-2,Tuesday,Document,Business,3.27,1,False,Signature required
1728,Bangalore East,10-12,Monday,Parcel,Business,6.4,2,True,Call before delivery
1729,Bangalore East,10-12,Friday,Document,Business,10.42,2,True,Leave at doorstep
1730,Bangalore East,10-12,Tuesday,Parcel,Individual,9.42,1,False,Leave at doorstep
1731,Bangalore North,12-2,Friday,Parcel,Individual,5.73,1,False,Signature required
1732,Bangalore Central,12-2,Friday,Package,Business,10.29,1,True,Signature required
1733,Bangalore South,10-12,Friday,Parcel,Individual,3.65,2,False,No special instructions
1734,Bangalore Central,3-5,Tuesday,Letter,Government,12.65,2,False,Call before delivery
1735,Bangalore Central,10-12,Tuesday,Package,Government,9.07,1,False,No special instructions
1736,Bangalore Central,10-12,Tuesday,Document,Business,1.18,1,False,Signature required
1737,Bangalore South,3-5,Thursday,Letter,Business,12.4,2,True,Call before delivery
1738,Bangalore South,3-5,Friday,Letter,Government,13.3,2,False,No special instructions
1739,Bangalore South,10-12,Wednesday,Parcel,Business,8.42,2,False,Signature required
1740,Bangalore North,10-12,Thursday,Letter,Government,7.39,2,True,Leave at doorstep
1741,Bangalore Central,12-2,Tuesday,Letter,Business,12.44,1,False,Signature required
1742,Bangalore East,3-5,Tuesday,Document,Government,1.14,2,True,Leave at doorstep
1743,Bangalore East,10-12,Tuesday,Parcel,Business,13.27,1,False,Leave at doorstep
1744,Bangalore North,10-12,Wednesday,Document,Individual,8.34,1,True,Leave at doorstep
1745,Bangalore North,10-12,Monday,Letter,Individual,12.3,2,False,Signature required
1746,Bangalore East,10-12,Friday,Parcel,Government,14.19,1,True,Call before delivery
1747,Bangalore South,12-2,Friday,Letter,Business,10.12,2,False,Call before delivery
1748,Bangalore East,12-2,Wednesday,Letter,Business,1.57,2,True,Signature required
1749,Bangalore East,10-12,Tuesday,Document,Individual,11.1,2,True,Call before delivery
1750,Bangalore East,12-2,Tuesday,Document,Individual,6.75,1,False,Leave at doorstep
1751,Bangalore North,10-12,Saturday,Package,Individual,12.68,2,False,Leave at doorstep
1752,Bangalore East,10-12,Friday,Letter,Government,8.87,2,False,Leave at doorstep
1753,Bangalore North,3-5,Thursday,Letter,Government,2.97,2,True,No special instructions
1754,Bangalore East,3-5,Saturday,Package,Government,13.36,2,True,Signature required
1755,Bangalore North,12-2,Tuesday,Letter,Business,3.79,1,False,No special instructions
1756,Bangalore East,12-2,Monday,Document,Individual,8.91,1,False,Call before delivery
1757,Bangalore South,12-2,Tuesday,Parcel,Individual,12.26,1,True,Signature required
1758,Bangalore North,10-12,Saturday,Document,Business,11.78,1,True,Leave at doorstep
1759,Bangalore North,10-12,Saturday,Parcel,Business,6.41,1,True,Signature required
1760,Bangalore Central,3-5,Monday,Parcel,Individual,2.75,2,False,Leave at doorstep
1761,Bangalore East,12-2,Thursday,Package,Individual,12.83,1,True,No special instructions
1762,Bangalore East,12-2,Saturday,Letter,Government,1.73,1,True,Signature required
1763,Bangalore Central,12-2,Wednesday,Letter,Individual,1.61,1,True,No special instructions
1764,Bangalore Central,3-5,Monday,Letter,Business,12.03,1,True,Signature required
1765,Bangalore North,10-12,Saturday,Document,Government,2.13,1,False,Call before delivery
1766,Bangalore South,3-5,Tuesday,Letter,Government,11.15,2,True,No special instructions
1767,Bangalore South,12-2,Saturday,Letter,Individual,14.24,1,True,Call before delivery
1768,Bangalore South,10-12,Wednesday,Parcel,Individual,11.14,1,False,No special instructions
1769,Bangalore North,3-5,Friday,Letter,Business,10.82,2,True,Leave at doorstep
1770,Bangalore South,10-12,Monday,Letter,Business,11.75,2,False,Call before delivery
1771,Bangalore Central,10-12,Friday,Parcel,Individual,5.48,2,False,Signature required
1772,Bangalore North,10-12,Friday,Parcel,Individual,4.2,1,False,Leave at doorstep
1773,Bangalore Central,3-5,Monday,Document,Government,14.63,2,True,Call before delivery
1774,Bangalore Central,10-12,Wednesday,Letter,Individual,14.35,2,False,Signature required
1775,Bangalore South,3-5,Tuesday,Document,Business,5.36,2,False,Signature required
1776,Bangalore Central,12-2,Wednesday,Package,Government,11.95,1,False,Signature required
1777,Bangalore Central,10-12,Wednesday,Package,Government,14.21,2,False,Signature required
1778,Bangalore East,10-12,Tuesday,Letter,Business,13.45,2,False,Signature required
1779,Bangalore Central,10-12,Friday,Letter,Government,5.93,2,False,Leave at doorstep
1780,Bangalore South,10-12,Friday,Parcel,Individual,2.75,1,True,Call before delivery
1781,Bangalore North,12-2,Friday,Letter,Business,2.04,1,True,Call before delivery
1782,Bangalore East,3-5,Wednesday,Parcel,Government,6.25,1,False,Signature required
1783,Bangalore North,3-5,Wednesday,Document,Individual,6.28,1,False,No special instructions
1784,Bangalore North,12-2,Tuesday,Letter,Business,6.93,1,True,Signature required
1785,Bangalore South,10-12,Tuesday,Package,Individual,14.66,1,False,Signature required
1786,Bangalore Central,10-12,Monday,Letter,Government,1.75,1,False,Call before delivery
1787,Bangalore Central,12-2,Tuesday,Document,Business,13.43,1,False,Call before delivery
1788,Bangalore North,12-2,Thursday,Letter,Government,13.59,1,True,Call before delivery
1789,Bangalore Central,10-12,Wednesday,Letter,Government,11.92,2,True,Signature required
1790,Bangalore East,3-5,Thursday,Parcel,Government,2.62,2,True,Call before delivery
1791,Bangalore North,12-2,Saturday,Document,Business,9.79,2,False,Signature required
1792,Bangalore South,10-12,Friday,Package,Individual,4.63,2,False,Call before delivery
1793,Bangalore North,3-5,Friday,Letter,Government,4.32,1,True,No special instructions
1794,Bangalore Central,12-2,Monday,Letter,Business,13.51,1,True,Leave at doorstep
1795,Bangalore North,3-5,Monday,Letter,Business,14.87,1,True,Leave at doorstep
1796,Bangalore North,12-2,Saturday,Package,Individual,2.74,1,True,Signature required
1797,Bangalore East,3-5,Thursday,Parcel,Individual,11.67,2,True,Call before delivery
1798,Bangalore Central,3-5,Friday,Letter,Individual,6.29,1,True,Signature required
1799,Bangalore East,3-5,Saturday,Document,Individual,7.88,2,False,Call before delivery
1800,Bangalore Central,10-12,Tuesday,Letter,Government,6.04,2,False,Leave at doorstep
1801,Bangalore North,3-5,Wednesday,Parcel,Individual,13.54,2,True,Signature required
1802,Bangalore Central,12-2,Wednesday,Letter,Business,6.3,1,False,Leave at doorstep
1803,Bangalore North,10-12,Wednesday,Document,Individual,11.95,2,False,No special instructions
1804,Bangalore North,10-12,Friday,Package,Business,12.04,2,False,Leave at doorstep
1805,Bangalore North,3-5,Friday,Letter,Business,13.92,1,True,Call before delivery
1806,Bangalore Central,10-12,Thursday,Document,Government,2.4,1,True,No special instructions
1807,Bangalore East,3-5,Monday,Package,Government,9.29,1,True,Leave at doorstep
1808,Bangalore North,12-2,Monday,Document,Business,13.35,1,False,No special instructions
1809,Bangalore East,12-2,Tuesday,Letter,Government,12.55,1,False,Signature required
1810,Bangalore South,10-12,Friday,Letter,Individual,7.04,1,False,Call before delivery
1811,Bangalore North,12-2,Wednesday,Parcel,Government,4.96,2,False,Call before delivery
1812,Bangalore South,10-12,Tuesday,Package,Business,10.99,1,False,No special instructions
1813,Bangalore East,12-2,Tuesday,Letter,Individual,10.72,2,False,No special instructions
1814,Bangalore East,10-12,Tuesday,Document,Government,9.25,1,True,Call before delivery
1815,Bangalore South,3-5,Tuesday,Document,Individual,14.4,1,False,Leave at doorstep
1816,Bangalore East,12-2,Friday,Document,Government,2.83,2,False,No special instructions
1817,Bangalore East,3-5,Thursday,Package,Business,9.05,1,True,Signature required
1818,Bangalore South,12-2,Monday,Letter,Government,11.55,2,True,Signature required
1819,Bangalore North,12-2,Tuesday,Letter,Business,3.04,2,True,No special instructions
1820,Bangalore North,10-12,Wednesday,Parcel,Individual,2.1,1,False,Leave at doorstep
1821,Bangalore East,10-12,Thursday,Parcel,Government,3.59,1,False,Call before delivery
1822,Bangalore North,3-5,Saturday,Package,Government,13.1,1,False,Leave at doorstep
1823,Bangalore North,3-5,Monday,Document,Government,14.47,1,False,Signature required
1824,Bangalore Central,12-2,Wednesday,Document,Individual,14.0,1,False,Call before delivery
1825,Bangalore North,10-12,Wednesday,Package,Business,7.28,2,True,Signature required
1826,Bangalore North,12-2,Wednesday,Package,Government,14.88,2,False,No special instructions
1827,Bangalore South,10-12,Monday,Document,Individual,9.58,1,True,Signature required
1828,Bangalore Central,3-5,Saturday,Document,Government,2.17,1,True,Leave at doorstep
1829,Bangalore North,3-5,Tuesday,Document,Government,5.85,2,True,Signature required
1830,Bangalore Central,12-2,Monday,Document,Individual,14.56,2,True,Signature required
1831,Bangalore South,10-12,Monday,Package,Individual,12.9,2,False,Signature required
1832,Bangalore North,3-5,Tuesday,Letter,Individual,8.3,1,False,Call before delivery
1833,Bangalore East,3-5,Wednesday,Document,Individual,8.7,1,True,Leave at doorstep
1834,Bangalore North,3-5,Saturday,Document,Business,11.74,2,True,Leave at doorstep
1835,Bangalore Central,3-5,Thursday,Document,Individual,1.98,1,True,Signature required
1836,Bangalore North,10-12,Tuesday,Package,Business,3.36,2,False,Call before delivery
1837,Bangalore North,12-2,Tuesday,Document,Individual,3.65,2,False,Leave at doorstep
1838,Bangalore East,12-2,Monday,Package,Individual,4.58,1,True,Signature required
1839,Bangalore South,3-5,Friday,Parcel,Individual,9.5,2,True,Leave at doorstep
1840,Bangalore South,10-12,Tuesday,Package,Individual,13.25,1,False,No special instructions
1841,Bangalore East,3-5,Thursday,Letter,Business,1.6,2,True,Call before delivery
1842,Bangalore Central,10-12,Thursday,Document,Business,2.86,2,True,No special instructions
1843,Bangalore North,12-2,Saturday,Parcel,Business,6.68,2,False,Signature required
1844,Bangalore South,10-12,Friday,Document,Business,2.39,2,False,Leave at doorstep
1845,Bangalore Central,10-12,Saturday,Parcel,Government,7.7,2,False,No special instructions
1846,Bangalore East,12-2,Saturday,Letter,Individual,5.22,1,False,No special instructions
1847,Bangalore Central,3-5,Thursday,Package,Government,6.45,1,False,Signature required
1848,Bangalore Central,10-12,Saturday,Document,Government,14.75,1,False,Call before delivery
1849,Bangalore North,3-5,Tuesday,Package,Business,12.52,1,False,Signature required
1850,Bangalore East,3-5,Friday,Document,Government,12.15,1,True,Call before delivery
1851,Bangalore North,10-12,Monday,Letter,Government,7.15,1,True,Signature required
1852,Bangalore North,10-12,Monday,Document,Government,5.75,1,True,Call before delivery
1853,Bangalore North,3-5,Wednesday,Parcel,Individual,9.6,1,False,No special instructions
1854,Bangalore Central,12-2,Thursday,Package,Government,4.74,2,True,Leave at doorstep
1855,Bangalore East,12-2,Wednesday,Document,Business,2.84,2,False,Signature required
